"","CET","1086","1085","1047","1046","1045","1022","294","1226","ToU","Holiday","Year","Month","Month_day","Week_day","Hour","Time"
"14760","2015-06-03 19:30:00.0",6,10,16.4,8.4,52,69.6,8,323.6,"F2","No",2015,6,3,3,19,"19:30"
"14761","2015-06-03 19:45:00.0",5.6,9.6,16.8,8.8,47.6,67.2,8.8,322.8,"F2","No",2015,6,3,3,19,"19:45"
"14762","2015-06-03 20:00:00.0",5.2,9.2,14.4,8.4,50,37.6,8,280.4,"F2","No",2015,6,3,3,20,"20:00"
"14763","2015-06-03 20:15:00.0",4,9.2,12.8,8,51.6,2.4,8.8,234,"F2","No",2015,6,3,3,20,"20:15"
"14764","2015-06-03 20:30:00.0",3.2,8,13.6,8.4,48.8,2.8,8.4,235.6,"F2","No",2015,6,3,3,20,"20:30"
"14765","2015-06-03 20:45:00.0",2.4,7.2,14,7.6,47.2,2.4,8,217.2,"F2","No",2015,6,3,3,20,"20:45"
"14766","2015-06-03 21:00:00.0",0.4,6.8,14,7.6,51.2,2.4,8,233.2,"F2","No",2015,6,3,3,21,"21:00"
"14767","2015-06-03 21:15:00.0",0.8,7.2,14.4,7.2,49.6,2.4,7.2,220,"F2","No",2015,6,3,3,21,"21:15"
"14768","2015-06-03 21:30:00.0",0.8,7.2,12.8,8.4,46.8,2.4,7.2,209.6,"F2","No",2015,6,3,3,21,"21:30"
"14769","2015-06-03 21:45:00.0",0.4,7.2,13.6,8,47.2,2.8,7.2,202,"F2","No",2015,6,3,3,21,"21:45"
"14770","2015-06-03 22:00:00.0",0.8,6.4,13.2,8,48.4,2.4,7.6,199.2,"F2","No",2015,6,3,3,22,"22:00"
"14771","2015-06-03 22:15:00.0",0.4,6.4,12.8,7.2,49.2,2.4,7.6,201.6,"F2","No",2015,6,3,3,22,"22:15"
"14772","2015-06-03 22:30:00.0",0.8,6.8,14.4,6.4,47.2,2.4,7.6,191.2,"F2","No",2015,6,3,3,22,"22:30"
"14773","2015-06-03 22:45:00.0",0.8,6.4,13.2,7.6,46,2.4,7.6,200,"F2","No",2015,6,3,3,22,"22:45"
"14774","2015-06-03 23:00:00.0",0.4,6.4,13.2,8,44.4,2.4,7.6,180.4,"F3","No",2015,6,3,3,23,"23:00"
"14775","2015-06-03 23:15:00.0",0.8,6.8,12,7.2,47.2,2.4,7.6,186.4,"F3","No",2015,6,3,3,23,"23:15"
"14776","2015-06-03 23:30:00.0",0.8,6.4,12.4,7.6,47.6,2.4,7.6,175.6,"F3","No",2015,6,3,3,23,"23:30"
"14777","2015-06-03 23:45:00.0",0.4,6.8,12.4,7.6,45.6,2.4,7.2,183.2,"F3","No",2015,6,3,3,23,"23:45"
"14778","2015-06-04 00:00:00.0",0.8,6.4,12,7.2,43.6,2.4,7.2,169.2,"F3","Yes",2015,6,4,4,0,"00:00"
"14779","2015-06-04 00:15:00.0",0.4,6.8,12.8,6.8,46,2.4,7.6,176.4,"F3","Yes",2015,6,4,4,0,"00:15"
"14780","2015-06-04 00:30:00.0",0.8,6.4,13.2,7.2,47.2,2.8,7.2,176,"F3","Yes",2015,6,4,4,0,"00:30"
"14781","2015-06-04 00:45:00.0",0.4,7.2,12.8,7.6,43.6,2.4,6.4,170.4,"F3","Yes",2015,6,4,4,0,"00:45"
"14782","2015-06-04 01:00:00.0",0.8,6.4,13.6,7.6,44.8,2.4,6.8,174.8,"F3","Yes",2015,6,4,4,1,"01:00"
"14783","2015-06-04 01:15:00.0",0.8,6.4,14.8,7.6,46.4,2.4,6.8,174,"F3","Yes",2015,6,4,4,1,"01:15"
"14784","2015-06-04 01:30:00.0",0.4,6.4,12,7.2,42.8,2.4,6.8,166.4,"F3","Yes",2015,6,4,4,1,"01:30"
"14785","2015-06-04 01:45:00.0",0.8,6.4,14,7.2,45.2,2.4,6.8,171.2,"F3","Yes",2015,6,4,4,1,"01:45"
"14786","2015-06-04 02:00:00.0",0.8,6.4,12.4,7.6,45.6,2.4,7.2,169.2,"F3","Yes",2015,6,4,4,2,"02:00"
"14787","2015-06-04 02:15:00.0",0.4,6.4,11.6,8,42.4,2.4,6.8,161.2,"F3","Yes",2015,6,4,4,2,"02:15"
"14788","2015-06-04 02:30:00.0",0.8,6.4,12.4,7.6,45.6,2.4,6.4,165.2,"F3","Yes",2015,6,4,4,2,"02:30"
"14789","2015-06-04 02:45:00.0",0.4,6.4,12.8,7.6,42,2.4,6.4,164.4,"F3","Yes",2015,6,4,4,2,"02:45"
"14790","2015-06-04 03:00:00.0",0.8,6.4,12.8,6.8,45.6,2.4,6.4,166.4,"F3","Yes",2015,6,4,4,3,"03:00"
"14791","2015-06-04 03:15:00.0",0.8,7.2,11.6,7.6,44.8,2.8,6.8,164.8,"F3","Yes",2015,6,4,4,3,"03:15"
"14792","2015-06-04 03:30:00.0",0.4,6.4,13.2,6.8,42.8,2.4,6.4,162.4,"F3","Yes",2015,6,4,4,3,"03:30"
"14793","2015-06-04 03:45:00.0",0.8,6,10.4,7.6,45.6,2.4,6.4,164,"F3","Yes",2015,6,4,4,3,"03:45"
"14794","2015-06-04 04:00:00.0",0.8,6.8,10,7.2,42,2.4,6.4,157.2,"F3","Yes",2015,6,4,4,4,"04:00"
"14795","2015-06-04 04:15:00.0",0.4,6,12.8,6.8,45.6,2.4,6.4,166,"F3","Yes",2015,6,4,4,4,"04:15"
"14796","2015-06-04 04:30:00.0",0.8,6.4,14.4,8.4,42,2.4,6.8,167.2,"F3","Yes",2015,6,4,4,4,"04:30"
"14797","2015-06-04 04:45:00.0",0.4,6.4,13.6,8.8,41.2,2.4,6.4,162.8,"F3","Yes",2015,6,4,4,4,"04:45"
"14798","2015-06-04 05:00:00.0",0.8,6.4,14.4,10,46,2.4,6.4,179.2,"F3","Yes",2015,6,4,4,5,"05:00"
"14799","2015-06-04 05:15:00.0",0.4,6.8,13.2,9.6,41.2,2.4,6.4,175.6,"F3","Yes",2015,6,4,4,5,"05:15"
"14800","2015-06-04 05:30:00.0",0.8,6.4,12.4,9.6,41.2,2.4,6.4,177.6,"F3","Yes",2015,6,4,4,5,"05:30"
"14801","2015-06-04 05:45:00.0",0.8,6.4,13.6,8.8,43.2,2.4,6.4,178.8,"F3","Yes",2015,6,4,4,5,"05:45"
"14802","2015-06-04 06:00:00.0",0.4,6,12,10,43.6,28.4,6.8,221.6,"F3","Yes",2015,6,4,4,6,"06:00"
"14803","2015-06-04 06:15:00.0",0.8,6.4,100.8,15.6,42.4,97.2,6.4,388.4,"F3","Yes",2015,6,4,4,6,"06:15"
"14804","2015-06-04 06:30:00.0",0.8,5.6,97.6,15.2,40.8,118.8,6.4,408.8,"F3","Yes",2015,6,4,4,6,"06:30"
"14805","2015-06-04 06:45:00.0",0.4,6,91.6,16.8,45.2,125.2,6.4,412,"F3","Yes",2015,6,4,4,6,"06:45"
"14806","2015-06-04 07:00:00.0",1.6,5.6,82.8,16.4,42,104.8,6.4,365.6,"F2","Yes",2015,6,4,4,7,"07:00"
"14807","2015-06-04 07:15:00.0",2,6,83.6,14.8,42,98.4,6.8,366.4,"F2","Yes",2015,6,4,4,7,"07:15"
"14808","2015-06-04 07:30:00.0",2,7.2,88.8,12.4,45.6,91.6,7.2,367.6,"F2","Yes",2015,6,4,4,7,"07:30"
"14809","2015-06-04 07:45:00.0",2.8,7.2,97.6,14.4,43.6,90,7.6,381.6,"F2","Yes",2015,6,4,4,7,"07:45"
"14810","2015-06-04 08:00:00.0",10.4,7.6,111.2,21.6,44.4,98,7.2,449.6,"F1","Yes",2015,6,4,4,8,"08:00"
"14811","2015-06-04 08:15:00.0",9.2,9.2,103.2,20.8,46.4,123.2,7.6,512.8,"F1","Yes",2015,6,4,4,8,"08:15"
"14812","2015-06-04 08:30:00.0",10,10,165.2,28.8,45.6,128.4,7.6,594.8,"F1","Yes",2015,6,4,4,8,"08:30"
"14813","2015-06-04 08:45:00.0",8.8,11.2,182,36.4,43.6,127.2,8,649.2,"F1","Yes",2015,6,4,4,8,"08:45"
"14814","2015-06-04 09:00:00.0",8.8,10.8,137.6,30.4,48,127.2,8.4,630.8,"F1","Yes",2015,6,4,4,9,"09:00"
"14815","2015-06-04 09:15:00.0",12,11.2,136.8,23.6,48,124.4,8.4,615.2,"F1","Yes",2015,6,4,4,9,"09:15"
"14816","2015-06-04 09:30:00.0",10.8,11.2,131.2,24.4,48.8,125.6,8.4,636,"F1","Yes",2015,6,4,4,9,"09:30"
"14817","2015-06-04 09:45:00.0",8.4,13.2,120,32,46.4,121.6,8.4,615.2,"F1","Yes",2015,6,4,4,9,"09:45"
"14818","2015-06-04 10:00:00.0",9.2,14.4,125.2,25.6,46.8,120.8,9.2,636,"F1","Yes",2015,6,4,4,10,"10:00"
"14819","2015-06-04 10:15:00.0",9.2,14.4,164,24.8,53.2,123.6,9.2,673.2,"F1","Yes",2015,6,4,4,10,"10:15"
"14820","2015-06-04 10:30:00.0",8.4,15.2,142.8,24,48.8,122,8.8,652.4,"F1","Yes",2015,6,4,4,10,"10:30"
"14821","2015-06-04 10:45:00.0",10,16.4,135.6,26.8,49.6,124.8,9.6,671.2,"F1","Yes",2015,6,4,4,10,"10:45"
"14822","2015-06-04 11:00:00.0",8.8,14.8,150.4,24.4,53.2,123.2,9.2,665.6,"F1","Yes",2015,6,4,4,11,"11:00"
"14823","2015-06-04 11:15:00.0",9.2,16,135.2,26.8,51.2,126.4,9.6,677.2,"F1","Yes",2015,6,4,4,11,"11:15"
"14824","2015-06-04 11:30:00.0",9.2,15.2,123.2,27.2,52.4,124.8,9.2,644.8,"F1","Yes",2015,6,4,4,11,"11:30"
"14825","2015-06-04 11:45:00.0",9.2,15.6,136,29.6,53.6,124.4,10,690.4,"F1","Yes",2015,6,4,4,11,"11:45"
"14826","2015-06-04 12:00:00.0",11.2,16.4,163.6,24.8,54.8,127.6,9.2,697.6,"F1","Yes",2015,6,4,4,12,"12:00"
"14827","2015-06-04 12:15:00.0",9.6,14.4,156.8,26.4,54,125.6,10,699.6,"F1","Yes",2015,6,4,4,12,"12:15"
"14828","2015-06-04 12:30:00.0",10.8,12.4,146.8,22.8,54.8,128.4,9.6,672,"F1","Yes",2015,6,4,4,12,"12:30"
"14829","2015-06-04 12:45:00.0",8.8,12.4,166,26.4,54,125.6,9.6,695.6,"F1","Yes",2015,6,4,4,12,"12:45"
"14830","2015-06-04 13:00:00.0",8.4,13.6,178,31.6,54.8,128.8,10,719.6,"F1","Yes",2015,6,4,4,13,"13:00"
"14831","2015-06-04 13:15:00.0",8,12.8,192,27.6,53.6,126.8,10,734,"F1","Yes",2015,6,4,4,13,"13:15"
"14832","2015-06-04 13:30:00.0",9.2,12.4,190,24,54.8,129.2,10.4,732.4,"F1","Yes",2015,6,4,4,13,"13:30"
"14833","2015-06-04 13:45:00.0",8,12,169.2,26,54,126,10,708.8,"F1","Yes",2015,6,4,4,13,"13:45"
"14834","2015-06-04 14:00:00.0",7.6,11.6,166,20.4,54,127.2,10,694,"F1","Yes",2015,6,4,4,14,"14:00"
"14835","2015-06-04 14:15:00.0",9.6,11.2,166.8,21.6,54.8,130,9.2,703.2,"F1","Yes",2015,6,4,4,14,"14:15"
"14836","2015-06-04 14:30:00.0",8.4,11.6,160,25.2,54,161.6,10,722.4,"F1","Yes",2015,6,4,4,14,"14:30"
"14837","2015-06-04 14:45:00.0",10,13.2,150.4,21.6,54.8,154,10,722.8,"F1","Yes",2015,6,4,4,14,"14:45"
"14838","2015-06-04 15:00:00.0",9.2,12,144.4,17.2,54,198,9.6,737.6,"F1","Yes",2015,6,4,4,15,"15:00"
"14839","2015-06-04 15:15:00.0",8.4,11.6,133.2,21.2,54.8,216.4,9.6,778.4,"F1","Yes",2015,6,4,4,15,"15:15"
"14840","2015-06-04 15:30:00.0",9.6,10.8,101.2,20.8,54,214.4,9.2,710,"F1","Yes",2015,6,4,4,15,"15:30"
"14841","2015-06-04 15:45:00.0",8.8,11.2,85.6,18,54.4,220.4,10,736,"F1","Yes",2015,6,4,4,15,"15:45"
"14842","2015-06-04 16:00:00.0",8.8,12,81.2,16,54.8,217.2,9.6,688.4,"F1","Yes",2015,6,4,4,16,"16:00"
"14843","2015-06-04 16:15:00.0",8.4,11.6,50.8,16.4,54,218,9.6,696.8,"F1","Yes",2015,6,4,4,16,"16:15"
"14844","2015-06-04 16:30:00.0",9.2,11.2,47.2,18,55.2,223.2,10.4,670.8,"F1","Yes",2015,6,4,4,16,"16:30"
"14845","2015-06-04 16:45:00.0",8,11.2,36.4,14.4,54,219.2,9.6,661.6,"F1","Yes",2015,6,4,4,16,"16:45"
"14846","2015-06-04 17:00:00.0",9.6,11.2,36.8,16,54.8,222.8,9.2,652.8,"F1","Yes",2015,6,4,4,17,"17:00"
"14847","2015-06-04 17:15:00.0",8.8,10.4,35.6,14.8,53.6,213.6,8.8,640.8,"F1","Yes",2015,6,4,4,17,"17:15"
"14848","2015-06-04 17:30:00.0",8.4,11.6,28.8,16,50.8,209.6,9.2,623.2,"F1","Yes",2015,6,4,4,17,"17:30"
"14849","2015-06-04 17:45:00.0",9.2,10.8,25.6,15.6,53.6,198.8,9.6,614.4,"F1","Yes",2015,6,4,4,17,"17:45"
"14850","2015-06-04 18:00:00.0",8,10,20.8,14.4,53.6,195.2,9.2,592.4,"F1","Yes",2015,6,4,4,18,"18:00"
"14851","2015-06-04 18:15:00.0",10,11.2,18,11.6,54.4,196.4,8.8,591.2,"F1","Yes",2015,6,4,4,18,"18:15"
"14852","2015-06-04 18:30:00.0",9.6,10.8,16.4,9.6,52.8,189.6,8.8,572,"F1","Yes",2015,6,4,4,18,"18:30"
"14853","2015-06-04 18:45:00.0",8.4,10.4,15.6,8.8,51.2,191.6,8,569.6,"F1","Yes",2015,6,4,4,18,"18:45"
"14854","2015-06-04 19:00:00.0",7.6,10.4,14.4,8.8,53.2,178.4,8,504,"F2","Yes",2015,6,4,4,19,"19:00"
"14855","2015-06-04 19:15:00.0",5.6,9.6,14.4,8.8,50,147.2,8,442.4,"F2","Yes",2015,6,4,4,19,"19:15"
"14856","2015-06-04 19:30:00.0",4.8,8.8,12.8,8.8,53.6,126.8,8,403.6,"F2","Yes",2015,6,4,4,19,"19:30"
"14857","2015-06-04 19:45:00.0",5.2,8.8,15.2,8,52.4,126.8,8.4,392,"F2","Yes",2015,6,4,4,19,"19:45"
"14858","2015-06-04 20:00:00.0",4,10,14.4,9.2,50.8,65.6,8,317.6,"F2","Yes",2015,6,4,4,20,"20:00"
"14859","2015-06-04 20:15:00.0",3.6,8.8,12.8,8.8,53.2,2.4,8,251.6,"F2","Yes",2015,6,4,4,20,"20:15"
"14860","2015-06-04 20:30:00.0",4,8.4,13.6,8.8,50,2.4,8,244.8,"F2","Yes",2015,6,4,4,20,"20:30"
"14861","2015-06-04 20:45:00.0",3.6,9.6,14.4,8,51.6,2.4,7.6,233.2,"F2","Yes",2015,6,4,4,20,"20:45"
"14862","2015-06-04 21:00:00.0",4,8.8,15.2,8,50.8,2.4,7.6,249.6,"F2","Yes",2015,6,4,4,21,"21:00"
"14863","2015-06-04 21:15:00.0",4,8.4,14.4,8,48,2.4,7.6,227.2,"F2","Yes",2015,6,4,4,21,"21:15"
"14864","2015-06-04 21:30:00.0",3.6,8.8,14.8,8.4,54,2.8,7.2,239.2,"F2","Yes",2015,6,4,4,21,"21:30"
"14865","2015-06-04 21:45:00.0",3.2,8.8,11.2,7.2,48,2,6.8,202.8,"F2","Yes",2015,6,4,4,21,"21:45"
"14866","2015-06-04 22:00:00.0",2.8,8.4,11.2,8.4,47.2,2.4,6.8,208.4,"F2","Yes",2015,6,4,4,22,"22:00"
"14867","2015-06-04 22:15:00.0",2.8,6.8,12.8,8.8,51.6,2.8,6.8,200.4,"F2","Yes",2015,6,4,4,22,"22:15"
"14868","2015-06-04 22:30:00.0",2.8,6.4,12.4,8,49.2,2,6.8,204,"F2","Yes",2015,6,4,4,22,"22:30"
"14869","2015-06-04 22:45:00.0",2.4,6.4,14.8,7.2,47.6,2.8,6.8,197.2,"F2","Yes",2015,6,4,4,22,"22:45"
"14870","2015-06-04 23:00:00.0",2.8,6,13.2,8,46,2,7.2,189.2,"F3","Yes",2015,6,4,4,23,"23:00"
"14871","2015-06-04 23:15:00.0",2.8,6.4,12.4,8,48.8,2.8,6.8,191.6,"F3","Yes",2015,6,4,4,23,"23:15"
"14872","2015-06-04 23:30:00.0",2,6,12,6.4,48.8,2,6.8,179.2,"F3","Yes",2015,6,4,4,23,"23:30"
"14873","2015-06-04 23:45:00.0",0.8,6.4,12.8,8,48,2.8,6.8,188.4,"F3","Yes",2015,6,4,4,23,"23:45"
"14874","2015-06-05 00:00:00.0",1.2,6,14.4,7.6,45.2,2,6.4,173.6,"F3","No",2015,6,5,5,0,"00:00"
"14875","2015-06-05 00:15:00.0",0.8,6.4,13.2,8,45.2,2.4,6.8,184,"F3","No",2015,6,5,5,0,"00:15"
"14876","2015-06-05 00:30:00.0",0.8,6.4,12.4,8,49.2,2.4,6.4,177.6,"F3","No",2015,6,5,5,0,"00:30"
"14877","2015-06-05 00:45:00.0",0.8,6,12,7.2,48,2.4,6.4,178.4,"F3","No",2015,6,5,5,0,"00:45"
"14878","2015-06-05 01:00:00.0",0.8,6.4,12,7.2,47.6,2.8,6.4,178.8,"F3","No",2015,6,5,5,1,"01:00"
"14879","2015-06-05 01:15:00.0",0.8,6.4,11.2,7.2,44.8,2,6.4,168.4,"F3","No",2015,6,5,5,1,"01:15"
"14880","2015-06-05 01:30:00.0",0.8,6.4,13.2,7.6,46.4,2.8,6.4,180.8,"F3","No",2015,6,5,5,1,"01:30"
"14881","2015-06-05 01:45:00.0",0.8,6.4,12.4,7.2,46.8,2.4,6.4,170.4,"F3","No",2015,6,5,5,1,"01:45"
"14882","2015-06-05 02:00:00.0",0.4,6,10.8,8.4,47.2,2.4,6.8,178,"F3","No",2015,6,5,5,2,"02:00"
"14883","2015-06-05 02:15:00.0",1.2,6.4,12,8.4,44.8,2.4,6.4,170,"F3","No",2015,6,5,5,2,"02:15"
"14884","2015-06-05 02:30:00.0",0.8,6,12.4,7.6,44.4,2.4,6.4,176.4,"F3","No",2015,6,5,5,2,"02:30"
"14885","2015-06-05 02:45:00.0",0.8,6.4,14.8,7.6,47.6,2.4,6,175.2,"F3","No",2015,6,5,5,2,"02:45"
"14886","2015-06-05 03:00:00.0",0.8,6,12.8,6.8,46.8,2.4,6,170.8,"F3","No",2015,6,5,5,3,"03:00"
"14887","2015-06-05 03:15:00.0",0.8,6.4,13.2,7.6,44,2.4,6.4,171.2,"F3","No",2015,6,5,5,3,"03:15"
"14888","2015-06-05 03:30:00.0",0.4,6,11.6,7.2,44.4,2,6.4,165.6,"F3","No",2015,6,5,5,3,"03:30"
"14889","2015-06-05 03:45:00.0",0.8,6.4,11.6,7.6,47.6,2.4,6,171.6,"F3","No",2015,6,5,5,3,"03:45"
"14890","2015-06-05 04:00:00.0",0.8,6,12,7.6,45.2,2.4,6.4,168.4,"F3","No",2015,6,5,5,4,"04:00"
"14891","2015-06-05 04:15:00.0",0.8,6,13.2,7.2,42.4,2.4,6,166.8,"F3","No",2015,6,5,5,4,"04:15"
"14892","2015-06-05 04:30:00.0",0.8,6.4,13.6,9.6,46.8,2.4,6.4,174,"F3","No",2015,6,5,5,4,"04:30"
"14893","2015-06-05 04:45:00.0",0.8,6.4,12.4,8.8,45.6,2.4,6.4,170.4,"F3","No",2015,6,5,5,4,"04:45"
"14894","2015-06-05 05:00:00.0",0.8,6,13.6,10,42.8,2.4,6.4,176.4,"F3","No",2015,6,5,5,5,"05:00"
"14895","2015-06-05 05:15:00.0",0.8,6,12.8,9.2,46,2.4,6,180,"F3","No",2015,6,5,5,5,"05:15"
"14896","2015-06-05 05:30:00.0",0.8,6.4,14,10,42.8,2.4,6.4,182.4,"F3","No",2015,6,5,5,5,"05:30"
"14897","2015-06-05 05:45:00.0",0.8,6.4,14.4,10.8,45.2,2.4,6,184,"F3","No",2015,6,5,5,5,"05:45"
"14898","2015-06-05 06:00:00.0",0.8,6,21.6,15.6,46,37.6,6.4,243.2,"F3","No",2015,6,5,5,6,"06:00"
"14899","2015-06-05 06:15:00.0",0.8,6.4,116,15.2,42.4,136.4,6,444,"F3","No",2015,6,5,5,6,"06:15"
"14900","2015-06-05 06:30:00.0",0.8,6,87.2,14.8,45.6,214.4,6.4,502.4,"F3","No",2015,6,5,5,6,"06:30"
"14901","2015-06-05 06:45:00.0",0.8,6,81.2,13.6,42.4,194,6,460.8,"F3","No",2015,6,5,5,6,"06:45"
"14902","2015-06-05 07:00:00.0",1.6,6.4,82,18,46,162.8,6,430,"F2","No",2015,6,5,5,7,"07:00"
"14903","2015-06-05 07:15:00.0",2,6.4,83.2,16.8,46.8,160,6.4,432,"F2","No",2015,6,5,5,7,"07:15"
"14904","2015-06-05 07:30:00.0",2.4,6,103.6,13.6,41.6,160,6,443.2,"F2","No",2015,6,5,5,7,"07:30"
"14905","2015-06-05 07:45:00.0",2.4,7.2,115.6,16.8,47.2,163.6,6.4,477.2,"F2","No",2015,6,5,5,7,"07:45"
"14906","2015-06-05 08:00:00.0",7.2,8.8,113.2,20.8,46.8,164.8,6.8,529.2,"F1","No",2015,6,5,5,8,"08:00"
"14907","2015-06-05 08:15:00.0",9.6,8.8,113.2,20.8,44.8,204.4,6.8,604.8,"F1","No",2015,6,5,5,8,"08:15"
"14908","2015-06-05 08:30:00.0",9.6,8.8,119.2,20,46,204.4,6.8,615.2,"F1","No",2015,6,5,5,8,"08:30"
"14909","2015-06-05 08:45:00.0",8.4,9.6,168.4,35.6,47.2,194.8,7.2,711.6,"F1","No",2015,6,5,5,8,"08:45"
"14910","2015-06-05 09:00:00.0",8,10,152.8,30.4,49.2,206,8,714.4,"F1","No",2015,6,5,5,9,"09:00"
"14911","2015-06-05 09:15:00.0",9.2,10,132,26.8,48,210,7.6,708.4,"F1","No",2015,6,5,5,9,"09:15"
"14912","2015-06-05 09:30:00.0",10,11.6,111.6,26.4,48,215.6,7.6,708.4,"F1","No",2015,6,5,5,9,"09:30"
"14913","2015-06-05 09:45:00.0",10.4,12,100.8,27.2,47.6,211.6,8,698,"F1","No",2015,6,5,5,9,"09:45"
"14914","2015-06-05 10:00:00.0",11.6,12.4,118.4,27.2,53.2,214.8,8.4,734,"F1","No",2015,6,5,5,10,"10:00"
"14915","2015-06-05 10:15:00.0",12,12.8,174,31.2,49.2,212.8,8.8,786,"F1","No",2015,6,5,5,10,"10:15"
"14916","2015-06-05 10:30:00.0",10.8,12,159.2,28,48,214.8,8.8,781.6,"F1","No",2015,6,5,5,10,"10:30"
"14917","2015-06-05 10:45:00.0",8.4,12.8,133.6,23.6,54.4,218.4,8.8,741.2,"F1","No",2015,6,5,5,10,"10:45"
"14918","2015-06-05 11:00:00.0",9.2,12.4,118,26,48.8,210,8.8,727.6,"F1","No",2015,6,5,5,11,"11:00"
"14919","2015-06-05 11:15:00.0",10,13.2,104.8,27.6,54.8,214.4,9.6,726.4,"F1","No",2015,6,5,5,11,"11:15"
"14920","2015-06-05 11:30:00.0",9.2,12.4,114,28.4,53.2,212,9.2,724.8,"F1","No",2015,6,5,5,11,"11:30"
"14921","2015-06-05 11:45:00.0",8.8,12.4,124,32.8,54.8,218,10,772,"F1","No",2015,6,5,5,11,"11:45"
"14922","2015-06-05 12:00:00.0",8.4,11.6,149.2,25.6,53.6,213.6,9.6,759.6,"F1","No",2015,6,5,5,12,"12:00"
"14923","2015-06-05 12:15:00.0",10,11.2,141.6,24.4,53.6,219.6,9.6,782.4,"F1","No",2015,6,5,5,12,"12:15"
"14924","2015-06-05 12:30:00.0",11.6,11.2,144.8,22.4,54.8,226,10,772,"F1","No",2015,6,5,5,12,"12:30"
"14925","2015-06-05 12:45:00.0",10.4,11.6,161.2,22.8,53.6,222,9.6,795.6,"F1","No",2015,6,5,5,12,"12:45"
"14926","2015-06-05 13:00:00.0",10.8,11.2,158.8,22,54.4,227.6,9.6,780,"F1","No",2015,6,5,5,13,"13:00"
"14927","2015-06-05 13:15:00.0",10.8,11.2,157.2,28.8,53.6,223.6,9.2,798.4,"F1","No",2015,6,5,5,13,"13:15"
"14928","2015-06-05 13:30:00.0",9.2,10.4,163.2,22.4,54.8,228,9.6,794.4,"F1","No",2015,6,5,5,13,"13:30"
"14929","2015-06-05 13:45:00.0",7.6,10.8,172.8,19.2,54,223.2,9.6,796.8,"F1","No",2015,6,5,5,13,"13:45"
"14930","2015-06-05 14:00:00.0",10.4,11.6,156.4,21.6,54.8,228,9.2,794,"F1","No",2015,6,5,5,14,"14:00"
"14931","2015-06-05 14:15:00.0",10,11.2,160,20,54,223.6,8.8,770,"F1","No",2015,6,5,5,14,"14:15"
"14932","2015-06-05 14:30:00.0",8.4,11.6,130.4,21.6,54,222.4,9.2,755.6,"F1","No",2015,6,5,5,14,"14:30"
"14933","2015-06-05 14:45:00.0",8.4,11.6,133.2,24.4,54.4,226.4,8.4,754.4,"F1","No",2015,6,5,5,14,"14:45"
"14934","2015-06-05 15:00:00.0",8.4,12.4,138.4,23.6,54,222,8.8,770,"F1","No",2015,6,5,5,15,"15:00"
"14935","2015-06-05 15:15:00.0",9.2,12,114,18.8,54.8,224.8,8.8,734,"F1","No",2015,6,5,5,15,"15:15"
"14936","2015-06-05 15:30:00.0",8,11.6,102.4,18.8,54,218,8.4,714,"F1","No",2015,6,5,5,15,"15:30"
"14937","2015-06-05 15:45:00.0",7.6,12,66.8,15.6,54.8,217.2,8.8,683.6,"F1","No",2015,6,5,5,15,"15:45"
"14938","2015-06-05 16:00:00.0",8.8,12.4,48,15.2,54,209.2,8.8,647.2,"F1","No",2015,6,5,5,16,"16:00"
"14939","2015-06-05 16:15:00.0",11.2,10.8,39.2,16.4,54,214.4,8.4,654.4,"F1","No",2015,6,5,5,16,"16:15"
"14940","2015-06-05 16:30:00.0",12,10.4,36.8,16.8,54.8,219.2,8.4,646,"F1","No",2015,6,5,5,16,"16:30"
"14941","2015-06-05 16:45:00.0",10.8,11.2,27.2,16.4,54,220.4,8,646.8,"F1","No",2015,6,5,5,16,"16:45"
"14942","2015-06-05 17:00:00.0",10.4,11.2,28.8,16.8,54.8,224,8.4,635.2,"F1","No",2015,6,5,5,17,"17:00"
"14943","2015-06-05 17:15:00.0",10.8,10,27.2,14.4,53.6,223.6,8,634.8,"F1","No",2015,6,5,5,17,"17:15"
"14944","2015-06-05 17:30:00.0",10.4,10.8,27.6,16,54.8,228,8.8,648,"F1","No",2015,6,5,5,17,"17:30"
"14945","2015-06-05 17:45:00.0",9.2,12,26,14.4,54,220.8,8,627.2,"F1","No",2015,6,5,5,17,"17:45"
"14946","2015-06-05 18:00:00.0",9.2,12.4,24.8,15.2,55.2,219.2,8.8,614.4,"F1","No",2015,6,5,5,18,"18:00"
"14947","2015-06-05 18:15:00.0",10,12,17.6,13.6,53.6,210,8.4,560.8,"F1","No",2015,6,5,5,18,"18:15"
"14948","2015-06-05 18:30:00.0",8.8,11.6,22.8,11.2,53.6,204.4,8.4,547.2,"F1","No",2015,6,5,5,18,"18:30"
"14949","2015-06-05 18:45:00.0",10.4,11.2,18.8,10,54.4,199.6,8,535.2,"F1","No",2015,6,5,5,18,"18:45"
"14950","2015-06-05 19:00:00.0",6.8,10.4,16.4,9.2,53.6,185.6,8.4,494,"F2","No",2015,6,5,5,19,"19:00"
"14951","2015-06-05 19:15:00.0",5.6,10.4,14.4,10,54.8,150.8,7.6,424.8,"F2","No",2015,6,5,5,19,"19:15"
"14952","2015-06-05 19:30:00.0",3.6,10,13.2,9.2,53.2,130.4,8,402,"F2","No",2015,6,5,5,19,"19:30"
"14953","2015-06-05 19:45:00.0",2,10,15.6,8.8,54.4,127.2,7.6,397.6,"F2","No",2015,6,5,5,19,"19:45"
